id, name, latitude, longitude, address, area, city,cost,Cost_Type, rating,rating_type, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
114,Ph Se Food,19.16,72.94,"18-21, R Galleria, Runwal Greens , Mulund goregaon Link Road, Next to Fortis Hospital,Mulund West, Mumbai",Mulund West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.40,Very Good,no,no,no,yes,yes,no
115,Road House Cafe Bar,19.18,72.84,"3, New Link Road, Ram Nagar,Malad West, Mumbai",Malad West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.30,Very Good,no,yes,yes,yes,yes,no
116,London Taxi,19.00,72.83,"A Wing, Ground Floor,Trade Centre, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 2,500.00  ", Moderate ,4.00,Very Good,no,yes,yes,yes,yes,no
117,Barbeque Nation,19.10,72.89,"3, Ground Floor, Tower A, Times Square, Andheri-Kurla Road,Marol, Mumbai",Marol, Mumbai,"  ? 1,900.00  ", Moderate ,3.90,Very Good,no,no,yes,no,yes,no
118,Coffee Culture,19.05,72.83,"Hill Road, Bandra WestGround Floor, Eternia Building, Next to Mcdonalds,","Hill Road, Bandra West", Mumbai,  ? 700.00  , Budget Friendly ,4.20,Very Good,yes,no,no,yes,yes,no
119,Carouse Contemporary Kitchen & Bar,18.99,72.82,"First Floor, P2, Building, Raghuvanshi Mill Compound, Senapati Bapat Marg, Next To Phoenix Mall,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.40,Good,no,yes,yes,no,yes,no
120,Skky - Ramada,19.14,72.90,"Ramada, 16/17, Paspoli, Saki Vihar Road,Powai, Mumbai",Powai, Mumbai,"  ? 3,000.00  ", Moderate ,4.00,Very Good,no,yes,yes,yes,no,no
121,CinCin,19.07,72.87,"Raheja Towers,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,"  ? 1,800.00  ", Moderate ,3.50,Good,no,yes,yes,yes,yes,no
122,Jamjar Diner,19.13,72.81,"Versova, Andheri West7A & B, Arram Nagar 2, Behind Washing Bay, Yari Road,","Versova, Andheri West", Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.90,Very Good,yes,no,yes,yes,yes,no
123,Talaiva,19.01,72.83,"3rd Floor,Trade View Building, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.00,Very Good,no,yes,yes,yes,yes,no
124,Doolally Taproom,19.05,72.83,"Reclamation, Bandra WestShop No. 5/6, Geleki, ONGC Colony,","Reclamation, Bandra West", Mumbai,"  ? 1,800.00  ", Moderate ,4.30,Very Good,no,yes,no,no,no,no
125,The Little Easy,19.06,72.84,"Linking Road, Bandra West231 A, Link Corner,","Linking Road, Bandra West", Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.20,Very Good,no,yes,yes,yes,yes,no
126,The Fatty Bao,19.12,72.91,"Shop 1, Ground Floor, Sentinel Building, Hiranandani Business Park,Powai, Mumbai",Powai, Mumbai,"  ? 1,800.00  ", Moderate ,4.30,Very Good,yes,no,yes,yes,yes,no
127,Agent Jack's,19.13,72.84,"De Mall, Veera Desai,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.80,Very Good,yes,yes,yes,yes,yes,no
128,90 Ft Above,19.23,72.85,"The Rooftop, Vini Elegance, Above Tanishq Showroom, L.T Road,Borivali West, Mumbai",Borivali West, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.80,Very Good,no,no,yes,no,yes,yes
129,Fisco Restobar,19.21,72.85,"Shop 3, Blue Empress, Boraspada Road, Dev Nagar, Opposite Poisar Gymkhana,Kandivali West, Mumbai",Kandivali West, Mumbai,"  ? 1,400.00  ", Budget Friendly ,4.40,Very Good,yes,no,yes,yes,yes,no
130,Pali Village Cafe,19.06,72.83,"Pali Hill, Bandra West602, Ambedkar Road, Pali Naka,","Pali Hill, Bandra West", Mumbai,"  ? 2,700.00  ", Moderate ,4.10,Very Good,no,no,no,yes,no,no
131,The Belgian Waffle Co.,18.96,72.81,"25, Fulchand Niwas,ChowpattySeaface, Chowpatty, Mumbai",Chowpatty, Mumbai,  ? 250.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
132,Olive Bar & Kitchen,19.07,72.83,"14, Below Pali Hill Tourist Hotel, Union Park,Khar, Mumbai",Khar, Mumbai,"  ? 3,500.00  ", Expensive ,4.10,Very Good,yes,yes,yes,no,yes,no
133,Taste Of Punjab,19.08,73.01,"Shop 178 , 1st Floor, Satra Plaza, Sector 19,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.20,Very Good,no,yes,yes,no,no,no
134,The Fusion Kitchen,19.25,72.85,"Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony,Borivali West, Mumbai",Borivali West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.70,Excellent,yes,no,yes,yes,yes,no
135,Bomberry,18.97,72.81,"Ground Floor, Shop No. 5, Hormazd Mansion, Opposite Bhatia Hospital,Tardeo, Mumbai",Tardeo, Mumbai,  ? 500.00  , Budget Friendly ,4.10,Very Good,yes,no,no,yes,no,no
136,Eva's Pizza,19.12,72.89,"7, Harmony Apartments, Off Military Road,Marol, Mumbai",Marol, Mumbai,  ? 650.00  , Budget Friendly ,4.10,Very Good,yes,no,no,no,yes,no
137,Kaama,19.01,72.83,"Unit 2, Trade View Building, 2nd Floor, Kamala mills,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.80,Very Good,no,yes,yes,yes,yes,no
138,Tasse de Thé,19.01,72.83,"Islam Building, Ground Floor, Veer Nariman Street,Fort, Mumbai",Fort, Mumbai,"  ? 2,000.00  ", Moderate ,4.10,Very Good,no,no,no,no,no,no
139,Bademiya,18.92,72.83,"Tulloch Road, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,  ? 900.00  , Budget Friendly ,2.20,Good,yes,yes,no,no,no,no
140,Burma  Burma,18.93,72.83,"Kothari House, Allana Centre Lane, MG Road, Behind Mumbai University,Fort, Mumbai",Fort, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.50,Very Good,no,no,no,no,no,no
141,The Nutcracker,18.93,72.83,"Modern House, Dr. V.B. Gandhi Marg, Opposite One Forbes Building, Kala Ghoda,Fort, Mumbai",Fort, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.40,Very Good,no,no,no,yes,no,no
142,Trench Restro Lounge By The Chocolate Room,19.06,72.83,"Hill Road, Bandra WestShop 1,2,3 & 4, Hilton Apartment, Opposite Elco Arcade,","Hill Road, Bandra West", Mumbai,  ? 800.00  , Budget Friendly ,4.10,Very Good,no,no,no,yes,yes,no
143,Mia,19.13,72.81,"Versova, Andheri West10A & B, Arram Nagar 2, J P Road,","Versova, Andheri West", Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.00,Very Good,no,yes,no,yes,yes,yes
144,Burn - Kitchen & Malt Room,19.07,72.87,"Building No 19, Pinnacle Corporate Park, Next to Trade Centre,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.90,Very Good,no,yes,yes,yes,yes,no
145,Burn - Kitchen & Malt Room,19.11,72.84,"Om Satyadeep Apartments, Ground Floor, Gulmohar Cross Road 7, JVPD Scheme,Juhu, Mumbai",Juhu, Mumbai,"  ? 2,000.00  ", Moderate ,4.70,Excellent,no,no,yes,no,no,no
146,British Brewing Company,19.00,72.83,"Level 4, Palladium, High Street Phoenix,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,600.00  ", Moderate ,4.10,Very Good,yes,yes,yes,yes,no,no
147,The Bar Stock Exchange,19.11,72.88,"89, Shivani Industrial Estate, Opposite Times Square,Sakinaka, Mumbai",Sakinaka, Mumbai,"  ? 1,300.00  ", Budget Friendly ,3.50,Good,no,yes,yes,yes,yes,no
148,The Rolling Pin,18.99,72.83,"12, Janta Industrial Estate, Senapat Bapat Road,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.00,Very Good,yes,no,no,yes,yes,no
149,PizzaExpress,18.92,72.83,"Dhanraj Mahal, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.10,Very Good,yes,no,no,no,yes,no
150,Tanatan,19.11,72.83,"462, A.B. Nair Road, Opposite Novotel,Juhu, Mumbai",Juhu, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.50,Very Good,no,yes,yes,yes,no,no
151,Kasino Bar,19.19,72.84,"8th Floor, Synergy Court, Kanchpada,Malad West, Mumbai",Malad West, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.00,Very Good,no,yes,yes,no,yes,no
152,Yasin's Food Inn,19.14,72.83,"Andheri Lokhandwala, Andheri WestShop 4 - 5, Shiv Sadan Building, 1st Cross Lane, Lokhandwala Complex,","Andheri Lokhandwala, Andheri West", Mumbai,  ? 650.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
153,Gymkhana 91 Bar & Kitchen,18.99,72.82,"Floor 1, Raghuvanshi Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.00,Very Good,no,yes,yes,no,yes,no
154,Farmer's Cafe,19.07,72.83,"Shop 2, Rita Apartments, 16th Road, Nr. Mini Punjab Hotel, Bandra West, Mumbai","Panch Pakhadi, Thane West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.70,Very Good,no,no,no,no,no,no
155,The Caravan Menu,19.20,72.96,"Panch Pakhadi, Thane WestSun Magnetica Building, Near LIC Building, Louis Wadi,","Panch Pakhadi, Thane West", Mumbai,"  ? 1,600.00  ", Moderate ,4.60,Excellent,no,yes,no,no,yes,no
156,Persia Darbar,19.14,72.85,"6-7, Lily Tower CHS Ltd, R.B Sharma Center, S V Road,JogeshwariWest, Jogeshwari, Mumbai",Jogeshwari, Mumbai,  ? 800.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,yes,no
157,Bombay Brasserie,18.99,72.81,"Villa 12-A, Lotus Cinema Building, Opposite Nehru Centre,Worli, Mumbai",Worli, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.20,Very Good,no,yes,yes,yes,yes,no
158,Old Wild West,19.01,72.83,"First Floor, Trade View Building,  Kamala Mills Compound, Gate 4, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,800.00  ", Moderate ,3.90,Very Good,no,yes,yes,yes,yes,no
159,The House of Mirabella,19.13,72.84,"Remi Bizcourt, Opposite Supreme Chambers, Veera Desai Road,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.50,Good,no,yes,yes,yes,yes,no
160,Vortex South,18.94,72.83,"116/118, Marine Mansion, 1st Marine Street, Anandilal Podar Marg,Marine Lines, Mumbai",Marine Lines, Mumbai,"  ? 1,300.00  ", Budget Friendly ,3.80,Very Good,no,no,no,no,no,no
161,True Tramm Trunk,19.07,72.87,"G2C, Trade Centre, Opposite MTNL, Skoda Showroom,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.30,Good,no,yes,yes,no,yes,no
162,True Tramm Trunk Trerace,19.10,72.83,"Second Floor, Besides Options Showroom, V.L. Mehta Road, J.V.P.D. Scheme,Juhu, Mumbai",Juhu, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.50,Good,no,yes,yes,no,no,yes
163,Talaiva,19.01,72.83,"3rd Floor,Trade View Building, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.00,Very Good,no,yes,yes,yes,yes,no
164,FLYP@MTV,19.01,72.83,"1st Floor, Trade View Building, Next to Gate 4, Kamala Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,400.00  ", Budget Friendly ,4.10,Very Good,no,yes,yes,no,no,no
165,1 Above,19.00,72.83,"Floor 2, Kamala Trade House, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 3,000.00  ", Moderate ,4.10,Very Good,no,yes,yes,no,yes,no
166,Farzi Cafe,19.00,72.83,"Kamala Mills, Near Radio Mirchi Office,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.20,Very Good,no,no,yes,no,yes,no
167,Mojo's Bistro,19.00,72.83,"Level 2, Kamla Trade House, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.30,Very Good,no,yes,yes,no,yes,yes
168,The Bombay Canteen,19.00,72.83,"Ground Floor, Process House, Kamala Mills Compound, Near Radio Mirchi Office, S.B. Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 2,000.00  ", Moderate ,4.20,Very Good,no,no,yes,no,yes,no
169,KODE,19.00,72.83,"Unit 11, Oasis City, Kamala Mills, Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 2,400.00  ", Moderate ,4.60,Excellent,no,yes,yes,no,yes,no
170,Angrezi Dhaba - The Wholesale Theka,19.02,72.84,"2nd Floor, Nakshtra Mall,Dadar West, Mumbai",Dadar West, Mumbai,  ? 750.00  , Budget Friendly ,4.00,Very Good,no,yes,yes,no,no,no
171,Le 15 Cafe,18.92,72.83,"Shop 18, Lansdowne House Building, MB Marg, Near Regal Cinema, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.40,Very Good,no,no,no,yes,no,no
172,Zaffran,19.00,72.83,"Todi & Company, Mathuradas Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,400.00  ", Budget Friendly ,3.70,Very Good,yes,yes,yes,no,yes,no
173,Cafe Zoe,19.00,72.83,"Mathuradas Mills Compound, NM Joshi Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 2,000.00  ", Moderate ,4.10,Very Good,yes,yes,yes,yes,yes,no
174,Merwans Cake Stop,19.12,72.85,"12/13, Madhav Nagar, SV Road,Near Andheri West Station, Mumbai",Near Andheri West Station, Mumbai,  ? 200.00  , Budget Friendly ,4.40,Very Good,yes,no,no,no,no,no
175,Family Tree,19.19,72.97,"Panch Pakhadi, Thane WestShop 4, Ravi Industries,","Panch Pakhadi, Thane West", Mumbai,  ? 800.00  , Budget Friendly ,4.60,Excellent,yes,no,no,no,yes,no
176,Carter's Blue,19.07,72.82,"Carter Road, Bandra WestB/2 Gagangari Bulding,","Carter Road, Bandra West", Mumbai,  ? 700.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
177,Henpecked,18.93,72.83,"Apollo Street, Opposite Laxmi Vilas Bank, Mumbai Samachar Marg,Fort, Mumbai",Fort, Mumbai,"  ? 1,800.00  ", Moderate ,4.20,Very Good,yes,no,yes,yes,no,no
178,The Budapest Bakehouse,18.93,72.83,"Shop 1, Pinky Plaza, Road 5,Khar, Mumbai",Khar, Mumbai,  ? 350.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
179,Delhi Highway,19.11,72.88,"A4, Ground Floor, B Wing, Times Square, Andheri East,Sakinaka, Mumbai",Sakinaka, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.10,Very Good,yes,no,no,no,yes,no
180,Taftoon Bar & Kitchen,19.11,72.88,"Unit 2, C-31 & 32, G Block, Naman Centre, Opposite Dena Bank,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.80,Very Good,yes,no,yes,yes,no,no
181,Howra Burger,19.05,72.82,"Hill Road, Bandra West6th Floor, Fakhrudin Villa, Opposite St. Andrew's Church,","Hill Road, Bandra West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
182,Chili's American Grill & Bar,19.12,72.91,"13, Ventura Building, Hiranandani Business Park, Central Avenue Road,Powai, Mumbai",Powai, Mumbai,"  ? 1,800.00  ", Moderate ,4.40,Very Good,yes,yes,yes,no,no,no
183,The Friends Bench All Day Cafe,19.10,72.85,"1, Chiranjeev CHS LTD, Chittranjan Road,Vile Parle East, Mumbai",Vile Parle East, Mumbai,  ? 700.00  , Budget Friendly ,4.10,Very Good,yes,no,no,yes,no,no
184,Hotel Ramashray,19.03,72.85,"Bhandarkar Road,Matunga East, Mumbai",Matunga East, Mumbai,  ? 200.00  , Budget Friendly ,4.70,Excellent,no,no,no,no,no,no
185,Cafe Mangii,19.12,72.91,"3, Transocean House, Hiranandani Business Park,Powai, Mumbai",Powai, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.00,Very Good,yes,yes,yes,yes,yes,no
186,Rustico,18.93,72.83,"Ground Floor, 1 Khatau building, 48 Bank Street,  Opposite Old Custom House,Fort, Mumbai",Fort, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.70,Very Good,yes,yes,no,yes,yes,no
187,Kyani & Co.,18.94,72.83,"JSS Road, Jer Mahal Estate, Opposite Metro Cinema,Marine Lines, Mumbai",Marine Lines, Mumbai,  ? 300.00  , Budget Friendly ,4.10,Very Good,no,no,no,no,no,no
188,Summer House Cafe,19.00,72.83,"Todi Mill,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,800.00  ", Moderate ,4.20,Very Good,no,yes,yes,no,yes,no
189,The Food Studio - Kitchen & Bar,19.16,72.94,"Opposite Runwal Green Project, Mulund Goregaon Link Road,Mulund West, Mumbai",Mulund West, Mumbai,"  ? 1,100.00  ", Budget Friendly ,4.00,Very Good,yes,yes,yes,no,yes,no
190,Dishkiyaaon,19.06,72.86,"Ground Floor, The Capital Building, G Block,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.90,Very Good,no,no,yes,no,yes,no
191,Kala Ghoda Cafe,18.93,72.83,"10, Ropewalk Lane, Kala Ghoda,Fort, Mumbai",Fort, Mumbai,  ? 650.00  , Budget Friendly ,3.90,Very Good,no,no,no,yes,no,no
192,Pranzi,19.07,72.84,"Makhija Royale, SV Road,Khar, Mumbai",Khar, Mumbai,"  ? 1,700.00  ", Moderate ,4.00,Very Good,no,yes,no,yes,yes,no
193,Toast & Tonic,19.06,72.86,"Unit 1, Ground Floor, Jet Airways, Godrej Building,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,"  ? 3,000.00  ", Moderate ,4.00,Very Good,no,no,yes,no,yes,no
194,Escobar - Tapas Bar,19.06,72.84,"Linking Road, Bandra West4th Floor, VN Sphere, Turner And Linking Road,","Linking Road, Bandra West", Mumbai,"  ? 2,500.00  ", Moderate ,3.80,Very Good,no,no,yes,no,no,no
195,Bohemian Brew,19.07,72.84,"Shop 1, Mahesh Apartment, TPS III Road 5, Off SV Road,Khar, Mumbai",Khar, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.30,Very Good,yes,yes,no,yes,yes,no
196,Candy and Green,18.98,72.81,"4th & 5th Floor, Hub Town Sky Bay, Bhulabhai Desai Road,Breach Candy, Mumbai",Breach Candy, Mumbai,"  ? 1,600.00  ", Moderate ,4.00,Very Good,no,yes,yes,no,yes,yes
197,Flamboyante,18.91,72.82,"7, World Trade Centre,Cuffe Parade, Mumbai",Cuffe Parade, Mumbai,"  ? 2,000.00  ", Moderate ,3.80,Very Good,yes,yes,yes,yes,no,no
198,Out Of The Blue,19.07,72.83,"Le Sutra Hotel, 14 Union Park, Off Carter Road,KharWest, Khar, Mumbai",Khar, Mumbai,"  ? 1,800.00  ", Moderate ,3.80,Very Good,yes,yes,yes,yes,yes,no
199,MT-64,19.18,72.84,"Opposite Vinay Industrial Estate, Link Road, Near Cloud Nine Hospital,Malad West, Mumbai",Malad West, Mumbai,"  ? 1,600.00  ", Moderate ,3.60,Very Good,no,yes,yes,no,yes,yes
200,Mojo's Bistro,19.07,72.99,"701, Level 7,  Cyber One, Near CIDCO Exhibition Center,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,900.00  ", Moderate ,3.90,Very Good,no,yes,yes,yes,yes,yes
201,Gallops,18.98,72.82,"MahalaxmiRace Course, Mahalaxmi, Mumbai",Mahalaxmi, Mumbai,"  ? 2,500.00  ", Moderate ,4.40,Very Good,no,no,yes,no,no,no
202,Ten One,18.98,72.82,"883/1JuhuTara Road, Near Melting Pot, Juhu, Mumbai",Juhu, Mumbai,  ? 800.00  , Budget Friendly ,3.80,Very Good,no,no,yes,yes,no,no
203,Love & Cheesecake,19.12,72.91,"Eden 2, Central Ave, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,  ? 400.00  , Budget Friendly ,4.40,Very Good,yes,no,no,no,no,no
204,Bora Bora,19.14,72.83,"Oberoi Chambers 1, Opposite Tanishq Showroom, Off New Link Road,Veera Desai Area, Mumbai, Mumbai",Veera Desai Area, Mumbai,"  ? 1,950.00  ", Moderate ,3.60,Very Good,no,yes,yes,no,no,no
205,Harry's Bar + Cafe,19.12,72.91,"1st Floor, 103, Ventura Park, IT Building, Hiranandani Gardens, Opposite D Mart, Central Avenue Road,Powai, Mumbai",Powai, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.60,Very Good,yes,yes,yes,no,yes,no
206,Hungry Jd's,19.24,72.85,"12, New Link Road, Hissa no.10, Near Shubharambh Ground, Eksar Village,Borivali West, Mumbai",Borivali West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.90,Very Good,no,no,no,no,no,no
207,Bake House Cafe,18.93,72.83,"KalaGhoda Building, 43 Ropewalk Lane, Behind Rhythm House, Kalaghoda,Fort, Mumbai",Fort, Mumbai,  ? 800.00  , Budget Friendly ,4.50,Very Good,no,no,no,yes,yes,no
208,Cafe Madras,19.03,72.86,"38 B, Circle House, King's Circle Near Maheshwari Udyan,Matunga East, Mumbai",Matunga East, Mumbai,  ? 250.00  , Budget Friendly ,4.40,Very Good,no,no,no,no,no,no
209,Drop,19.06,72.84,"Linking Road, Bandra WestG1/B, Krystal Building, Below Hakkassan, Waterfield Road,","Linking Road, Bandra West", Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.00,Good,no,yes,yes,yes,yes,no
210,Status Veg Restaurant,18.92,72.82,"208, Regent Chambers,Nariman Point, Mumbai",Nariman Point, Mumbai,  ? 800.00  , Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
211,Kitchen Garden by Suzette,19.06,72.83,"Pali Hill, Bandra West8/9, Gasper Enclave, St. John Street, Pali Naka, Near Suzette, Opposite Gold’s Gym,","Pali Hill, Bandra West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.70,Very Good,no,no,no,no,no,no
212,Wok Express,19.06,72.83,"Pali Hill, Bandra WestShop 1-2, Dheeraj Swapna Building, Pali Naka,","Pali Hill, Bandra West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.30,Good,yes,no,no,no,yes,no
213,India Bistro,19.21,72.96,"Upvan, Thane WestGround/First floor, Vihang Garden, Near Vihang Club, Pokharan Road 1, Vartak Nagar,","Upvan, Thane West", Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.90,Excellent,yes,yes,yes,no,yes,no
214,La Patio,19.14,72.83,"8th Floor, Morya Landmark 2, Opposite Infiniti Mall, Off New Link Road,Veera Desai Area, Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,"  ? 2,000.00  ", Moderate ,3.60,Very Good,no,yes,yes,yes,no,no
215,Pishu's,19.14,72.83,"Andheri Lokhandwala, Andheri West8, New Shantivan Building, Oberoi Complex Road, Sab TV Lane,","Andheri Lokhandwala, Andheri West", Mumbai,  ? 550.00  , Budget Friendly ,3.90,Very Good,yes,no,no,yes,no,no
216,1441 Pizzeria,18.93,72.83,"Ground Floor, 5,  58/64,  Hari Chambers, S B Road,Fort, Mumbai",Fort, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.40,Very Good,yes,no,no,yes,no,no
217,Slink & Bardot,19.02,72.82,"329/A, Thadani House, Opposite Indian Coast Guard,WorliVillage, Worli, Mumbai",Worli, Mumbai,"  ? 3,000.00  ", Moderate ,4.00,Very Good,no,yes,yes,yes,yes,no
218,Kaitlyn's Beer Garden,19.05,72.83,"Hill Road, Bandra West201-202, Khan House,","Hill Road, Bandra West", Mumbai,"  ? 1,650.00  ", Moderate ,4.40,Very Good,yes,yes,yes,yes,yes,no
219,Pop Tate's,19.00,72.83,"Unit 2, Ground Floor, Trade Garden Building, Kamala Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,600.00  ", Moderate ,3.90,Very Good,yes,no,yes,no,no,no
220,Cavalry The Lounge,19.12,72.91,"2nd Floor, Heera Panna  Shopping Center, Next to Lake Solitaire, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.00,Very Good,no,yes,yes,yes,yes,no
221,Ray's Cafe & Pizzeria,19.05,72.83,"133, Gazebo House, Hill Road, (Behind Mamagoto), Bandra West, Mumbai",Powai, Mumbai,"  ? 1,400.00  ", Budget Friendly ,4.00,Very Good,yes,no,no,yes,yes,no
222,Mezzo Veg Lounge,19.22,72.85,"Opp. Reliance Mall, Shimpoli,   400092,Borivali West, Mumbai",Borivali West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
223,Tryst,18.99,72.82,"Phoenix Mill Compound, High Street Phoenix, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 2,500.00  ", Moderate ,3.60,Very Good,no,no,yes,no,no,no
224,Basanti and Co.,19.13,72.82,"7 Bungalows, Andheri West7/11, Meera Apartments, Juhu Versova Link Road,","7 Bungalows, Andheri West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.90,Very Good,no,no,yes,no,no,no
225,Drinkery 51,19.07,72.87,"1st Floor, Vibgyor Towers,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.00,Very Good,no,yes,yes,no,yes,no
226,IMBISS,19.05,72.83,"Hill Road, Bandra West14, Ben O Lil Haven, Waroda Road, Off Hill Road,","Hill Road, Bandra West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.40,Very Good,yes,no,no,no,no,no
227,Shalimar,18.96,72.83,"Vazir Building, Shalimar Corner, Bhendi Bazaar, Sandhurst Road,Mohammad Ali Road, Mumbai",Mohammad Ali Road, Mumbai,  ? 700.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,yes,no
